"row_ID","Life History stage","Taxon","Habitat","Phylum","Class","Family","Genus","Species","Name","ta_high","ta_low","acclim_window","Proximity of high acclimation temperature to CTMax/ °C","Source","tc_high","ARR","Acclimation duration/ days","collection_latitude","Longitude of collection/ °","Metric","heating_rate","Absolute latitude/°","Latitudinal bin","Mid Bin Latitude/ °","Hemisphere","Absolute northern distribution limit/ °","Absolute southern distribution limit/ °","Minimum hemisphere limit/ °","Maximum hemisphere limit/ °","Latitudinal range size/°","mid latitude/ °","Mean environmental temperature/ °C","Maximum environmental temperature/ °C","CTMax now/ °C","Thermal safety margin/ °C","Time until loss of thermal safety without acclimation, RCP4.5/ years","Time until loss of thermal safety without acclimation, RCP8.5/ years","Time gained until loss of thermal safety with acclimation, RCP4.5/ years","Time gained until loss of thermal safety with acclimation, RCP8.5/ years","% increase in thermal safety (years) gained due to acclimation capacity","Error checked","Reference","doi","Jstor stable ref","ref","url","tc_low","ht_low","ht_high","tau_a_low","tau_a_high","tau_c_low","tau_c_high","lambda","delta_tau_low","delta_tau_high","delta_tr_low","delta_tr_high","delta_tau_high_hat","delta_tau_low_hat"
183,"adult","aquatic invertebrates","freshwater","Arthropoda","Insecta","Philopotamidae","Dolophilodes","distinctus","Dolophilodes distinctus",15,5,10,21.1,"wild",36.1,0.52,1,44,-86,"crit",19.8,44,"mid",37.5,"N",52,32,32,52,20,42,27.4,27.4,42.548,15.148,614.0628982,374.9164626,319.3127071,194.9565605,34,2017-04-11,"Houghton and Shoup 2014","doi.org/10.1603/EN13344",NA,NA,NA,30.9,25.9,21.1,0.0183049606443346,0.0549148819330038,0.113124656781988,0.132161815852096,0.0724876441515651,0.0948196961376533,0.0772469339190921,8.81286738718226,13.5251948684503,0.0632669323619112,0.110385290196413
184,"adult","aquatic invertebrates","freshwater","Arthropoda","Insecta","Hydropsychidae","Hydropsyche","slossonae","Hydropsyche slossonae",15,5,10,20.3,"wild",35.3,0.46,1,44,-86,"crit",19.8,44,"mid",37.5,"N",57,35,35,57,22,46,27.4,27.4,41.004,13.604,551.4729118,336.7021096,253.6775394,154.8829704,32,2017-04-11,"Houghton and Shoup 2014","doi: http://dx.doi.org/10.1603/EN13344",NA,NA,NA,30.7,25.7,20.3,0.0183049606443346,0.0549148819330038,0.112392458356215,0.129233022149002,0.0724876441515651,0.0940874977118799,0.0743181402159985,8.63395162078758,12.394376756131,0.0626240204420719,0.107174123519804
185,"adult","aquatic invertebrates","freshwater","Arthropoda","Insecta","Hydropsychidae","Parapsyche","apicalis","Parapsyche apicalis",15,5,10,10.2,"wild",25.2,0.02,1,44,-86,"crit",19.8,44,"mid",37.5,"N",54,36,36,54,18,45,27.4,27.4,25.448,0,0,0,0,0,0,2017-04-11,"Houghton and Shoup 2014","doi: http://dx.doi.org/10.1603/EN13344",NA,NA,NA,25,20,10.2,0.0183049606443346,0.0549148819330038,0.0915248032216731,0.0922570016474465,0.0724876441515651,0.0732198425773385,0.0373421197144426,4.71620663042145,3.49004585290234,0.045004932642976,0.0634839665520413
186,"adult","aquatic invertebrates","freshwater","Arthropoda","Insecta","heptageniidae","Stenonema","femoratum","Stenonema femoratum",15,5,10,20.75,"wild",35.75,0.29,1,44,-86,"crit",19.8,44,"mid",37.5,"N",54,29,29,54,25,41.5,27.4,27.4,39.346,11.946,484.2616439,295.6662306,140.4358767,85.74320689,22,2017-04-11,"Houghton and Shoup 2014","doi: http://dx.doi.org/10.1603/EN13344",NA,NA,NA,32.85,27.85,20.75,0.0183049606443346,0.0549148819330038,0.120263591433278,0.130880468606993,0.0724876441515651,0.101958630788944,0.0759655866739887,10.7440089833626,13.0200590369886,0.0696083938659824,0.108983243136734
187,"adult","fish","marine","Chordata","Actinopterygii","Apogonidae","Apogon","novemfasciatus","Apogon novemfasciatus",36,26,10,4.92,"wild",40.92,0.35,14,-5,123,"crit",18.6,5,"low",12.5,"S",35,-24,0,35,35,17.5,29.664,30.911,38.3524,7.4414,452.4194474,271.2757699,158.3468066,94.94651947,26,2017-04-10,"Eme & Bennett 2009","doi:10.1016/j.jtherbio.2009.02.005",NA,NA,NA,37.42,11.42,4.92,0.09518579535054,0.131795716639209,0.1369943254622,0.149807797913235,0.0680944535969248,0.0418085301116603,0.0180120812740253,12.4071681247849,9.66019464836358,0.0219181528359628,0.035656817244574
188,"adult","fish","marine","Chordata","Actinopterygii","Gobiidae","Bathygobius","fuscus","Bathygobius fuscus",36,26,10,6.42,"wild",42.42,0.13,14,-5,123,"crit",18.6,5,"low",12.5,"S",30,-30,0,30,30,15,29.664,30.911,41.46632,10.55532,641.7383881,384.793528,83.42599045,50.02315865,12,2017-04-10,"Eme & Bennett 2009","doi:10.1016/j.jtherbio.2009.02.005",NA,NA,NA,41.12,15.12,6.42,0.09518579535054,0.131795716639209,0.150539996339008,0.155299286106535,0.0680944535969248,0.0553542009884679,0.0235035694673257,20.2126163755547,13.6025432718696,0.0312729277247299,0.0442110855101154
189,"larvae","reptiles and amphibians","terrestrial","Chordata","Amphibia","Rhacophoridae","Buergeria","japonica","Buergeria japonica",32,22,10,11.9,"wild",43.9,0.15,7,23,121,"crit",18.6,23,"low",12.5,"N",28,23,23,28,5,25,26.29999924,32.09999847,43.04499989,10.94500141,616.374832,385.5446475,92.4562248,57.83169713,13,2017-02-10,"chen et al 2001",NA,NA,"Zool Science 18: 591-596",NA,42.4,20.4,11.9,0.0805418268350723,0.117151748123742,0.155226066263958,0.160717554457258,0.0680944535969248,0.0746842394288852,0.0435658063335164,25.6355593001051,23.2370729325577,0.0461914384025028,0.0714293765972322
190,"adult","fish","marine","Chordata","Actinopterygii","Pomacentridae","Dascylus","aruanus","Dascyllus aruanus",36,26,10,5.37,"wild",41.37,0.34,14,-5,123,"crit",18.6,5,"low",12.5,"S",38,-35,0,38,38,19,29.664,30.911,38.87576,7.96476,484.2384924,290.3548259,164.6410874,98.72064079,25,2017-04-10,"Eme & Bennett 2009","doi:10.1016/j.jtherbio.2009.02.005",NA,NA,NA,37.97,11.97,5.37,0.09518579535054,0.131795716639209,0.139007871133077,0.151455244371225,0.0680944535969248,0.0438220757825371,0.0196595277320153,13.4039929845015,10.7855151162887,0.023244631235674,0.0382945534506401
191,"adult","fish","marine","Chordata","Actinopterygii","Mugilidae","Liza","viagiensis","Liza viagiensis",36,26,10,8.34,"wild",44.34,0.26,14,-5,123,"crit",18.6,5,"low",12.5,"S",32,-24,0,32,32,16,29.664,30.911,42.43264,11.52164,700.4883492,420.020663,182.1269708,109.2053724,21,2017-04-10,"Eme & Bennett 2009","doi:10.1016/j.jtherbio.2009.02.005",NA,NA,NA,41.74,15.74,8.34,0.09518579535054,0.131795716639209,0.152809811458905,0.162328390993959,0.0680944535969248,0.0576240161083654,0.0305326743547501,21.8049522432402,19.5249056534154,0.0329351350197442,0.0543317722590426
192,"adult","fish","marine","Chordata","Actinopterygii","Fundulidae","Fundulus","heteroclitus","Fundulus heteroclitus macrolepidotus",34,22.4,11.6,7.3,"wild",41.3,0.260924,21,29,-122,"crit",18.3,29,"mid",37.5,"N",52,28,28,52,24,40,18.381,20.81,37.22462804,16.41462804,561.6654997,332.9797957,146.5520089,86.8824202,21,2017-02-10,"Fangue et al 2006","doi:10.1242/jeb.02260",NA,NA,NA,38.2732816,15.8732816,7.3,0.0820062236866191,0.124473732381475,0.140118182683507,0.151198974922204,0.0669961559582647,0.0581119589968882,0.0267252425407285,16.0960151308547,13.6500769395552,0.030052758414471,0.0532121865648272
193,"adult","fish","marine","Chordata","Actinopterygii","Fundulidae","Fundulus","heteroclitus","Fundulus heteroclitus macrolepidotus",34,22.4,11.6,8.6,"wild",42.6,0.27661,21,45,-61,"crit",18.3,45,"mid",37.5,"N",52,28,28,52,24,40,7.676,18.393,35.21851836,16.82551836,705.0650266,429.8389505,195.028037,118.8977521,22,2017-02-10,"Fangue et al 2006","doi:10.1242/jeb.02260",NA,NA,NA,39.391324,16.991324,8.6,0.0820062236866191,0.124473732381475,0.144211327109647,0.155958264689731,0.0669961559582647,0.0622051034230277,0.0314845323082555,18.3869817758687,17.2140033424927,0.0329325914536296,0.0601627796117194
194,"adult","fish","freshwater","Chordata","Actinopterygii","Cyprinidae","Agosia","chrysogaster","Agosia chrysogaster",30,25,5,10.5,"wild",40.5,0.46,14,32.5,-110,"crit",18,32.5,"mid",37.5,"N",30,35,30,35,5,32.5,32,32,41.42,9.42,333.7705954,198.1196335,153.5344739,91.13503143,32,2017-02-10,"Carveth et al 2006","doi: 10.1577/T05-025.1",NA,NA,NA,38.2,13.2,10.5,0.0915248032216731,0.109829763866008,0.139849899322716,0.14827018121911,0.0658978583196046,0.0483250961010434,0.0384404173531027,14.8977579643374,16.2848331216966,0.0362956254944347,0.0508302963149055
195,"adult","fish","freshwater","Chordata","Actinopterygii","Clupeidae","Alosa","pseudoharengus","Alosa pseudoharengus",30,20,10,4.5,"wild",34.5,0.38,20,42,-87,"leth",18,42,"mid",37.5,"N",55,34,34,55,21,44.5,27.8,27.8,33.664,5.864,234.6866555,144.5973039,89.1809291,54.94697549,28,2017-04-14,"Otto et al 1976","doi:10.1577/1548-8659(1976)105<96:LAPTOT>2.0.CO;2",NA,NA,NA,30.7,10.7,4.5,0.0732198425773385,0.109829763866008,0.112392458356215,0.126304228445909,0.0658978583196046,0.0391726157788761,0.0164744645799012,6.59786253147185,5.10705247361582,0.0202171191801491,0.0331320799091772
196,"adult","fish","freshwater","Chordata","Actinopterygii","Catostomidae","Catostomus","clarkii","Catostomus clarkii",30,25,5,6.7,"wild",36.7,0.32,14,32.5,-110,"crit",18,32.5,"mid",37.5,"N",43,31,31,43,12,37,32,32,37.34,5.34,189.207535,112.309856,60.54641119,35.93915391,24,2017-02-10,"Carveth et al 2006","doi: 10.1577/T05-025.1",NA,NA,NA,35.1,10.1,6.7,0.0915248032216731,0.109829763866008,0.128500823723229,0.134358411129416,0.0658978583196046,0.0369760205015559,0.0245286472634084,9.61364935964107,8.50117015181711,0.0268454060823706,0.0341024501764949
197,"adult","fish","freshwater","Chordata","Actinopterygii","Catostomidae","Catostomus","platyrhynchus","Catostomus platyrhynchus",25,20,5,8.6,"wild",33.6,0.26,10,44,103,"leth",18,44,"mid",37.5,"N",54,38,54,38,16,17,28.4,28.4,34.484,6.084,196.605959,118.0523006,51.11754935,30.69359816,21,2017-04-05,"Schultz & Bertrand 2011","doi: 10.3398/064.071.0308",NA,NA,NA,32.3,12.3,8.6,0.0732198425773385,0.0915248032216731,0.118250045762402,0.123009335529929,0.0658978583196046,0.0450302031850632,0.0314845323082555,8.2801425142917,7.55621060592692,0.0335055813379371,0.0426158883088953
198,"adult","fish","freshwater","Chordata","Actinopterygii","Cyprinidae","Couesius","plumbeus","Couesius plumbeus",25,5,20,10.4,"wild",35.4,0.465,60,51.5,-121,"crit",18,51.5,"high",60,"N",67,42,42,67,25,54.5,21.8,21.8,33.912,12.112,606.7714563,378.6776024,282.1487272,176.0850851,32,2017-02-10,"Darveau et al., 2012","doi: 10.1086/665539",NA,NA,NA,26.1,21.1,10.4,0.0183049606443346,0.0915248032216731,0.0955518945634267,0.129599121361889,0.0658978583196046,0.0772469339190921,0.038074318140216,5.85128581308319,10.0608394992512,0.0262681043677043,0.0961484931544361
199,"adult","fish","freshwater","Chordata","Actinopterygii","Cyprinidae","Cyprinella","lutrensis","Cyprinella lutrensis",30,25,5,9.7,"wild",39.7,0.42,14,32.5,-110,"crit",18,32.5,"mid",37.5,"N",44,26,26,44,18,35,32,32,40.54,8.54,302.5903275,179.6116423,127.0879375,75.43688977,30,2017-02-10,"Carveth et al 2006","doi: 10.1577/T05-025.1",NA,NA,NA,37.6,12.6,9.7,0.0915248032216731,0.109829763866008,0.137653304045396,0.145341387516017,0.0658978583196046,0.0461285008237232,0.0355116236500092,13.752336646309,14.4093601968462,0.034431594171387,0.0474034844947943
200,"adult","fish","freshwater","Chordata","Actinopterygii","Cyprindae","Cyprinodon","macularius","Cyprinodon macularius",30,25,5,11.3,"lab",41.3,0.26,14,32.5,-110,"crit",18,32.5,"mid",37.5,"N",34,31,31,34,3,32.5,32,32,41.82,9.82,347.9434445,206.5323568,90.46529556,53.69841278,21,2017-02-10,"Carveth et al 2006","doi: 10.1577/T05-025.1",NA,NA,NA,40,15,11.3,0.0915248032216731,0.109829763866008,0.146439685154677,0.151198974922204,0.0658978583196046,0.0549148819330038,0.0413692110561962,18.7452208763448,18.3056808532562,0.0419782813233217,0.0542156930760158
201,"adult","fish","freshwater","Chordata","Actinopterygii","Cyprinodontidae","Cyprinodon","salinus","Cyprinodon salinus",35,25,10,8.1,"lab",43.1,0.27,10,36,-116,"crit",18,36,"mid",37.5,"N",37.9,35.2,35.2,37.9,2.7,36.55,37.9,37.9,43.883,5.983,231.8454394,139.4993684,62.59826863,37.66482948,21,2017-04-14,"Otto and Gerking 1973",NA,"http://www.jstor.org/stable/30152515",NA,NA,40.4,15.4,8.1,0.0915248032216731,0.128134724510342,0.147904082006224,0.157788760754164,0.0658978583196046,0.0563792787845506,0.0296540362438221,19.6915844466059,17.6254687050366,0.032020412805479,0.0531084817049076
202,"adult","fish","marine","Chordata","Actinopterygii","Dasyatidae","Dasyatis","sabina","Dasyatis sabina",35.1,20.5,14.6,8.1,"wild",43.2,0.267123288,20,29,-85,"crit",18,29,"mid",37.5,"N",39,17,17,39,22,28,24.24,30.162,40.29904109,10.13704109,346.8629466,205.6354772,92.65517079,54.93002481,21,2017-02-10,"Fangue & Bennett 2003",NA,NA,"Thermal Tolerance Responses of Laboratory-Acclimated and Seasonally Acclimatized Atlantic Stingray, Dasyatis sabina. Copeia: June 2003, Vol. 2003, No. 2, pp. 315-325.",NA,39.2999999952,18.7999999952,8.1,0.0750503386417719,0.128500823723229,0.143876990646897,0.158154859967051,0.0658978583196046,0.0688266520051254,0.0296540362438221,19.2762582941909,17.7907199695186,0.0313541575732297,0.066243160110972
203,"juvenile","fish","marine","Chordata","Actinopterygii","Moronidae","Dicentrarchus","labrax","Dicentrarchus labrax",25,15,10,10.94,"lab",35.94,0.22,42,36,35,"crit",18,36,"mid",37.5,"N",72,11,11,72,61,41.5,22.518,28.72,35.39396,6.67396,286.455672,172.498925,63.02024784,37.94976349,18,2017-02-10,"Dulger et al 2012",NA,NA,"Physiol Zool 41(4)432-439",NA,33.74,18.74,10.94,0.0549148819330038,0.0915248032216731,0.12352187442797,0.131576057111477,0.0658978583196046,0.0686069924949661,0.0400512538898041,11.4597169047178,10.8980187559623,0.0413239268930394,0.0669856051247242
204,"adult","fish","freshwater","Chordata","Actinopterygii","Cyprinidae","Dionda","diaboli","Dionda diaboli",27,18,9,10.8,"lab",37.8,0.52,49,29,-100,"crit",18,29,"mid",37.5,"N",31,29,29,31,2,30,35.9,35.9,42.428,6.528,223.3710306,132.4240854,116.1529359,68.86052443,34,2017-04-11,"Fries & Gibson 2010","doi: 10.1894/RJE-02.1",NA,NA,NA,33.12,15.12,10.8,0.0658978583196046,0.0988467874794069,0.121252059308072,0.13838550247117,0.0658978583196046,0.0553542009884679,0.0395387149917628,9.89999668915501,12.8677425519439,0.0333263968675638,0.063368722934263
205,"adult","fish","marine","Chordata","Actinopterygii","Fundulidae","Fundulus","heteroclitus","Fundulus heteroclitus",36,27,9,8.11,"wild",44.11,0.183333333,29,37,-76,"crit",18,37,"mid",37.5,"N",52,28,28,52,24,40,15.86,25.872,40.41766667,14.54566667,662.6385278,398.7466846,121.4837299,73.10355871,15,2017-04-10,"Bulger and Tremaine 1985",NA,"http://www.jstor.org/stable/30158567",NA,NA,42.460000003,15.460000003,8.11,0.0988467874794069,0.131795716639209,0.155445725802673,0.16148636280432,0.0658978583196046,0.0565989383232656,0.0296906461651107,23.9069651196317,19.383533439544,0.0342722829896187,0.0504761435949398
206,"adult","fish","freshwater","Chordata","Actinopterygii","Poeciliidae","Gambusia","affinis","Gambusia affinis",30,25,5,11.4,"lab",41.4,0.38,21,32.5,-110,"crit",18,32.5,"mid",37.5,"N",42,26,26,42,16,34,32,32,42.16,10.16,359.9903662,213.6831716,136.7963391,81.19960522,28,2017-02-10,"Carveth et al 2006","doi: 10.1577/T05-025.1",NA,NA,NA,39.5,14.5,11.4,0.0915248032216731,0.109829763866008,0.144609189090243,0.151565074135091,0.0658978583196046,0.0530843858685704,0.0417353102690829,17.6108778932053,18.569060462267,0.0403867094274593,0.0546361530930125
207,"adult","fish","freshwater","Chordata","Actinopterygii","Poeciliidae","Gambusia","affinis","Gambusia affinis",35,25,10,7.5,"lab",42.5,0.35,21,33,-111,"crit",18,33,"mid",37.5,"N",42,26,26,42,16,34,37.9,37.9,43.515,5.615,198.9513687,118.0936032,69.63297905,41.33276113,26,2017-04-14,"Otto 1973","doi: 10.1111/j.1095-8649.1973.tb04490.x",NA,NA,NA,39,14,7.5,0.0915248032216731,0.128134724510342,0.14277869302581,0.155592165476844,0.0658978583196046,0.0512538898041369,0.0274574409665019,16.5282476779049,15.8159842160233,0.0283368168073419,0.0500012799848826
208,"adult","fish","freshwater","Chordata","Actinopterygii","Poeciliidae","Gambusia","affinis","Gambusia affinis",35,25,10,6.3,"lab",41.3,0.38,21,40,-111,"crit",18,40,"mid",37.5,"N",42,26,26,42,16,34,24,24,37.12,13.12,602.4609865,364.696847,228.9351749,138.5848019,28,2017-04-14,"Otto 1973","doi: 10.1111/j.1095-8649.1973.tb04490.x",NA,NA,NA,37.5,12.5,6.3,0.0915248032216731,0.128134724510342,0.13728720483251,0.151198974922204,0.0658978583196046,0.0457624016108365,0.0230642504118616,13.5675911393354,12.4872479114389,0.0245446747588738,0.0435503186772407
209,"adult","fish","freshwater","Chordata","Actinopterygii","Cyprindae","Gila","elegans","Gila elegans",30,25,5,9,"wild",39,0.36,14,32.5,-110,"crit",18,32.5,"mid",37.5,"N",42,32,32,42,10,37,32,32,39.72,7.72,273.5359869,162.3655595,98.47295528,58.45160144,26,2017-02-10,"Carveth et al 2006","doi: 10.1577/T05-025.1",NA,NA,NA,37.2,12.2,9,0.0915248032216731,0.109829763866008,0.13618890719385,0.14277869302581,0.0658978583196046,0.0446641039721765,0.0329489291598023,13.0235871947759,12.8793340672321,0.0331978189233143,0.0443676367658776
210,"adult","fish","freshwater","Chordata","Actinopterygii","Cyprindae","Gila","intermedia","Gila intermedia",30,25,5,8.1,"wild",38.1,0.22,14,32.5,-110,"crit",18,32.5,"mid",37.5,"N",34,26,26,34,8,30,32,32,38.54,6.54,231.7260822,137.5480258,50.97973807,30.26056568,18,2017-02-10,"Carveth et al 2006","doi: 10.1577/T05-025.1",NA,"Am J Trop Med Hyg 74(5) 786-794",NA,37,12,8.1,0.0915248032216731,0.109829763866008,0.135456708768076,0.13948380010983,0.0658978583196046,0.0439319055464031,0.0296540362438221,12.6692874922055,11.0534594615793,0.0325836743350819,0.0404075968631954
211,"adult","fish","marine","Chordata","Actinopterygii","Nototheniidae","Gobionotothen","gibberifrons","Gobionotothen gibberifrons",4,-1.5,5.5,13.9,"wild",17.9,0.365306122,7,-64,166,"crit",18,64,"high",60,"S",-53,-67,53,67,14,60,-0.835,0.696,16.1337449,15.4377449,1188.972571,619.1646357,434.3389592,226.1846319,27,2017-02-17,"Bilyk and DeVries 2011","doi:10.1016/j.cbpa.2010.12.010",NA,NA,NA,15.890816329,17.390816329,13.9,-0.00549148819330038,0.0146439685154677,0.058176153501739,0.0655317591067179,0.0658978583196046,0.0636676416950394,0.0508877905912502,2.10534512926488,2.29911724734454,0.048408345474765,0.0664638054310593
212,"adult","fish","freshwater","Chordata","Actinopterygii","Centrarchidae","Lepomis","cyanellus","Lepomis cyanellus",30,25,5,10.2,"wild",40.2,0.56,14,32.5,-110,"crit",18,32.5,"mid",37.5,"N",50,26,26,50,24,38,32,32,41.32,9.32,330.2273831,196.0164527,184.9273346,109.7692135,36,2017-02-10,"Carveth et al 2006","doi: 10.1577/T05-025.1",NA,NA,NA,37.4,12.4,10.2,0.0915248032216731,0.109829763866008,0.136921105619623,0.14717188358045,0.0658978583196046,0.0453963023979499,0.0373421197144426,13.3845616634549,15.5650734324711,0.0338137999506939,0.0495503178222373
213,"juvenile","fish","freshwater","Chordata","Actinopterygii","Centrarchidae","Lepomis","gibbosus","Lepomis gibbosus",20,10,10,15.06,"lab",35.06,0.499,14,46,-119,"crit",18,46,"mid",37.5,"N",50,30,30,50,20,40,31.6,31.6,43.3434,11.7434,505.6466308,309.0328712,252.3176687,154.2074027,33,2017-02-17,"Becker and Genoway, 1979","doi: 10.1007/BF00005481",NA,"Env Biol Fish 4:3,245-256",NA,30.07,20.07,15.06,0.0366099212886692,0.0732198425773385,0.110086033315028,0.128354384038074,0.0658978583196046,0.0734761120263591,0.0551345414607359,8.33646776025661,11.8433073919127,0.0452119629265461,0.0854238459374624
214,"adult","fish","freshwater","Chordata","Actinopterygii","Centrarchidae","Lepomis","Macrochirus","Lepomis macrochirus",30,25,5,8.7,"lab",38.7,0.58,14,32.5,-110,"crit",18,32.5,"mid",37.5,"N",50,25,25,50,25,37.5,32,32,39.86,7.86,278.4964841,165.3100127,161.5279608,95.87980737,37,2017-02-10,"Carveth et al 2006","doi: 10.1577/T05-025.1",NA,NA,NA,35.8,10.8,8.7,0.0915248032216731,0.109829763866008,0.131063518213436,0.14168039538715,0.0658978583196046,0.0395387149917628,0.0318506315211422,10.6769050977702,12.2535928187326,0.0289386887491033,0.0430550335152376
215,"adult","fish","freshwater","Chordata","Actinopterygii","Poeciliidae","Limia","melanonotata","Limia melanonotata",35,25,10,8,"lab",43,0.32,7,16,-71,"crit",18,16,"low",12.5,"N",19,18,18,19,1,18.5,31.72578125,35.4,41.95225,6.55225,237.9728642,144.3047002,76.15131653,46.17750408,24,NA,"Haney & Walsh 2003",NA,NA,"Caribbean Journal of Science,39:327-337","http://pubs.er.usgs.gov/publication/70024663",39.8,14.8,8,0.0915248032216731,0.128134724510342,0.145707486728904,0.157422661541278,0.0658978583196046,0.0541826835072305,0.0292879370309354,18.2851226481245,17.31680854126,0.0304251778375821,0.0525955662944818
216,"adult","fish","marine","Chordata","Actinopterygii","Zoarcidae","Lycodichthys","dearborni","Lycodichthys dearborni",4,-1.5,5.5,11.37,"wild",15.37,0.393877551,21,-77,166,"crit",18,77,"high",60,"S",-72,-78,72,78,6,75,-1.653,1.407,13.1434102,11.7364102,698.4453057,338.600329,275.1019265,133.3670683,28,2017-02-17,"Bilyk and DeVries 2011","doi:10.1016/j.cbpa.2010.12.010",NA,NA,NA,13.2036734695,14.7036734695,11.37,-0.00549148819330038,0.0146439685154677,0.0483385446439685,0.0562694490206846,0.0658978583196046,0.0538300328372689,0.0416254805052169,1.52359908695994,1.63377102460318,0.0398562867743802,0.0558923341696715
217,"juvenile","aquatic invertebrates","freshwater","Arthropoda","Malacostraca","Palaemonidae","Macrobrachium","malcolmsonii","Macrobrachium malcolmsonii",30,20,10,11.41,"wild",41.41,0.371,30,11,79,"crit",18,11,"low",12.5,"N",21.5,7.2,7.2,21.5,14.3,14.35,37.1,37.1,44.0441,6.9441,361.7374332,225.8562902,134.2045877,83.79268367,27,2017-04-05,"Selvakumar and Geraldine 2005","doi:10.1016/j.cbpb.2005.01.008",NA,NA,NA,37.7,17.7,11.41,0.0732198425773385,0.109829763866008,0.138019403258283,0.151601684056379,0.0658978583196046,0.0647995606809445,0.0417719201903716,16.2271573154528,18.595533858231,0.0383535329252613,0.0691743554584877
218,"adult","aquatic invertebrates","freshwater","Arthropoda","Malacostraca","Palaemonidae","Macrobrachium","rosenbergii","Macrobrachium rosenbergii",35,25,10,6.96,"lab",41.96,0.123,30,19,72,"crit",18,19,"low",12.5,"N",23.8,-12.7,0,23.8,23.8,11.9,32.88571429,33.3,41.69994286,8.399942857,450.9482654,272.0817235,55.46663664,33.46605199,11,2017-04-14,"Manush et al 2004","doi:10.1016/j.jtherbio.2003.11.005",NA,NA,NA,40.73,15.73,6.96,0.0915248032216731,0.128134724510342,0.14911220940875,0.153615229727256,0.0658978583196046,0.0575874061870767,0.0254805052169138,20.4993713522951,14.2718488994436,0.0329081218523415,0.0471400447564191
219,"adult","fish","freshwater","Chordata","Actinopterygii","Cyprinidae","Meda","fulgida","Meda fulgida",30,25,5,7,"wild",36.9,0.46,14,32.5,-110,"crit",18,32.5,"mid",37.5,"N",35,32,32,35,3,33.5,32,32,37.92,5.92,209.7581661,124.5083047,96.48875641,57.27382018,32,2017-02-10,"Carveth et al 2006","doi: 10.1577/T05-025.1",NA,NA,NA,34.6,9.6,6.9,0.0915248032216731,0.109829763866008,0.126670327658796,0.135090609555189,0.0658978583196046,0.0351455244371225,0.0252608456891818,8.89559919522519,8.8456884082462,0.0253657959143486,0.0350150570663545
220,"adult","fish","marine","Chordata","Actinopterygii","Nototheniidae","Notothenia","coriiceps","Notothenia coriiceps",4,-1.5,5.5,13.39,"wild",17.39,0.248979592,14,-64,166,"crit",18,64,"high",60,"S",-46,-78,46,78,32,62,-0.835,0.696,16.18618367,15.49018367,1193.011261,621.2678076,297.035457,154.6830053,20,2017-02-17,"Bilyk and DeVries 2011","doi:10.1016/j.cbpa.2010.12.010",NA,NA,NA,16.020612244,17.520612244,13.39,-0.00549148819330038,0.0146439685154677,0.0586513353249131,0.0636646531209958,0.0658978583196046,0.0641428235182134,0.0490206846055281,2.13730847168315,2.15206763901713,0.0488282836398922,0.0643603126352778
221,"adult","fish","marine","Chordata","Actinopterygii","Zoarcidae","Pachycara","brachycephalum","Pachycara brachycephalum",4,-1.5,5.5,13.15,"wild",17.15,0.532653061,21,-77,166,"crit",18,77,"high",60,"S",-60,-78,60,78,18,69,-1.653,1.407,14.13891225,12.73191225,757.6886111,367.3209783,403.585158,195.6546435,35,2017-02-17,"Bilyk and DeVries 2011","doi:10.1016/j.cbpa.2010.12.010",NA,NA,NA,14.2204081645,15.7204081645,13.15,-0.00549148819330038,0.0146439685154677,0.0520608023595094,0.0627860150100677,0.0658978583196046,0.0575522905528098,0.0481420464946,1.72675354089646,2.0852525051603,0.0430589583383482,0.0633659620953295
222,"adult","fish","marine","Chordata","Actinopterygii","Nototheniidae","Pagothenia","borchgrevinki","Pagothenia borchgrevinki",4,-1.5,5.5,11.19,"wild",15.19,0.66122449,21,-77,166,"crit",18,77,"high",60,"S",-60,-78,60,78,18,69,-1.653,1.407,11.45209796,10.04509796,597.7936521,289.8052655,395.2758027,191.6263389,40,2017-02-17,"Bilyk and DeVries 2011","doi:10.1016/j.cbpa.2010.12.010",NA,NA,NA,11.553265305,13.053265305,11.19,-0.00549148819330038,0.0146439685154677,0.0422964133443163,0.0556104704374886,0.0658978583196046,0.0477879015376167,0.0409665019220209,1.23223991184044,1.59215309808139,0.0347523202138236,0.0551259767019841
223,"adult","fish","freshwater","Chordata","Actinopterygii","Poeciliidae","Poeciliopsis","occidentalis","Poeciliopsis occidentalis",30,25,5,11.1,"lab",41.1,0.54,14,32.5,-110,"crit",18,32.5,"mid",37.5,"N",34,29,29,34,5,31.5,32,32,42.18,10.18,360.6990086,214.1038078,194.7774647,115.6160562,35,2017-02-10,"Carveth et al 2006","doi: 10.1577/T05-025.1",NA,NA,NA,38.4,13.4,11.1,0.0915248032216731,0.109829763866008,0.14058209774849,0.150466776496431,0.0658978583196046,0.0490572945268168,0.0406370126304229,15.2940405392429,17.7862382117576,0.0369204426745416,0.0533730073850831
